data_id;University Name;Meta Data;URL;Author;title;Abstract;Academic Level;Published Year;Keywords;Cite;;;;
grant_40;Japan Society for the Promotion of Science;;;;Mechanism and novel functions of pressure-induced superconductor-insulator transition in chalcogenide spinels;In this study, he mechanism of the pressure-induced superconductor insulator transition in chalcogenide spinel CuRh_2S_4 has been understood as the dual effects of a band degeneracy quenching bind in Yb-metal and a novel charge ordering found in CuIr_2S_4. The change in transport property around room temperature from metallic to semimetallic one is due to the band degeneracy Quenching. The tranpcat ptherty . change below T* is due to the charge ordering. Using a novel function of the pressure-induced superconductor insulator transition, we can construct a new active device. We are now preparing to apply a patentAs for a development of new materials, we have succeeded in synthesizing poly crystals of CuCrZrS_4, CuCr_2Te_4, CeMg2(Cu_<l-x>,Ni_x)_9.We have found that CuCrZrS_4 undergoes a ferromagnetic transition at 58K. However, there in no specific heat anomaly around 58K, surprisingly. This phenomenon can be due to a successive spin freezing. We have determined the crystal structure of CuCr_2Te_4, which has a cubic spinel structure with a = 11.134A. We also found for the first time that this compound undergoes a ferromagnetic transition at Tc = 324K. From the Curie-Weiss type temperature dependence of magnetic susceptibility between 380 and 650K, we obtained the effective magnetic moment of 4.14μ〓/Cr-ion and the Weiss temperature of +357K The low temperature magnetization shows Bloch's T^<3/2> and T^<5/2> law, which suggests a spin excitation. As for CeMg2(Cu_<1-x>Ni_x)_9, both compounds with x = 0 and 0.2 show remarkable specific heat anomalies at 2.5K and 1.7K, respectively. The origin for the specific heat anomalies is an antiferromagnetic transition. We also determined the crystal field spritting level scheme of 4f electron in these compound from the Schottky-type anomalies in the specific heat. As a new landscape of our study, we measured the solid state properties of a caged atom.;grant;;;;;;;
grant_41;National Science Foundation;;;;CAREER: Transformative Approaches to Achieving Very High Density Cryogenic Sensor Arrays;"CAREER: Transformative Approaches to Achieving Very High Density Cryogenic Sensor Arrays



Joseph C. Bardin, University of Massachusetts Amherst



Intellectual Merit: Low-temperature superconductor based sensing systems offer unprecedented sensitivity, but compared to their room temperature counterparts, are relatively undeveloped. The research objective of this program is to explore how the information gathering capabilities of cryogenic sensor systems can be improved by an order of magnitude through novel combinations of ultra-low-power silicon circuits and superconducting sensors. Two different system applications will be studied: terahertz superconductor-insulator-superconductor mixer focal plane arrays and near-infrared superconducting nanowire single photon detector cameras. In each case, the quantitative goal will be to enable the realization of cameras with over 1,000 independent pixels in a single 4 K cryostat. Achieving this level of integration will require an order of magnitude reduction in the power consumption of the active electronics. The basic research carried out under this program is expected to advance the state of the art in cryogenic integrated circuit design, ultra-low-power cryogenic low-noise amplifiers, superconducting nanowire single photon detector readout, on-wafer noise measurement techniques, and the heterogeneous integration of superconductor and semiconductor circuits. This research is important because it addresses open problems in measurement, design, and system integration, and the resulting system capabilities will be transformative to members of the scientific community.



Broader Impacts: The most sensitive of experimental systems rely upon cryogenically cooled electronics. These systems allow scientists to push measurements towards the limits of fundamental physics, and thus have had a profound impact on experimental science. For instance, cryogenically cooled electronic systems allow scientists to study basic physical phenomena through low-temperature physics experiments, to communicate with spacecraft at distant planets, to interface to quantum computers, and to probe the history and contents of the universe through radio astronomy. If successful, the improved instruments that will be enabled by this research program will greatly expand the toolset that scientists have to gather data. The broader impacts also include an aggressive educational and outreach program, which targets participants at all levels. The research themes of the program will be leveraged in order to improve course offerings, both at the undergraduate and graduate levels, and a set of seminars aimed at high school teachers will be created and offered through the UMass STEMEd program.  Finally, low-temperature electronics is a field in which there is limited expertise, and the training of new experts who understand the applications of these systems will help to ensure that forward progress continues in the years to come. To this end, a set of yearly scientific site visits will be organized in which graduate and undergraduate researchers will have the opportunity to present their research results to leading scientists and to learn about ongoing work at some of the nations premier research institutions.";grant;2014;;;;;;
grant_42;Japan Society for the Promotion of Science;;;;Mechanical Properties Evaluation of Large Scale Superconductors in High Magnetic Field and Large Current under Cryogenic Temperatute.;Large scale plasma devices, such as the Large Helical Device, the Wenderstein 7-X and the International Thermo-nuclear Experimental Reactor, have been planed and started to fabrication. These large devices require the large scale superconducting magnet to generate high magnetic fields. Since huge electro-magnetic forces will act on the superconducting magnet during the operation, the mechanical deformation behavior must estimate before fabrication. For this purpose, the several kinds of measurements for the deformation evaluation have been carried out in this study.1.NbTi superconductor which had a copper ratio of 1.0 to 2.0, was deformed locally at room temperature, and then was cooled into liquid helium. In this case, a recovery after quenching was delayd because of the increase of an electrical resistance of copper. On the other hand, when the superconductor was deformed at cryogenic temperature, the recovery occurred in a normal way. From these results, it was recognized that the changes of the electric property of a stabilizer were affected by the mechanical deformation and it should be noted on the magnet design and fabrication.2.The superconductors which was used for the Large Helical Device had a rather stability to mechanical deformation. The coil deformation would be estimated by the mechanical test using a coil pack.3.An excitation test of Inner Vertical coil of the Large Helical Device was carried out, and the deformation during cooling period and excitation test was measured successfully. In the deformation measurement, cable wires should be considered not to be affected by magnetic field.;grant;;;;;;;
grant_43;National Science Foundation;;;;SBIR Phase I: All-Digital Time-To-Digital Converter         Integrated with Visible Light Photon Detectors;***  9661166  Mukhanov     This Small Business Innovation Research Phase I project will be to Dunlop the first semiconductor-superconductor hybrid technology time-resolved photon detection system by integrating silicon Visable Light Photon counters (VLPCs) and superconducting high-performance timing digitizers in one cryopackage.  This integration will allow one to take full advantage of the VLPCs extremely fast response and superb single photon detection capability.  In addition as the density of the arrays increase, the complexity, size power dissipation, and cost of traditional room-temperature time digitizing electronics may become prohibitively high.  This system will offer unparalleled performance in many applications that require time-resolved single photon detection. The VLPC package will be integrated with a novel time digitizer circuit based on a 200 ps time resolution superconducting time-to-digital converter (TDC).  to provide the required sensitivity for the VLPC output signal, the TDC will use a special low-noise SQUID amplifier integrated on the small chip.  Locating the amplifier with digitizer inside the crystostat of the VLPC (the VLPCs operate at 6-10K) eliminates the bandwidth limitations of low heat loss cables that would otherwise be required to bring the VLPC's analog signal to room temperature electronics.     The development of a compact low-cost all digital TDC integrated with Visible Light Photon Counters is expected to benefit particle detectors that require a Time-of-Flight detector subsystem The proposed device will significantly extend the performance capabilities of particle detector systems. The developed technology will also improve the performance of fluorescence/phosphorescence lifetime measurement systems, military emitter direction finding and commercial modulation domain instrumentation.  ***;grant;1997;;;;;;
grant_44;Japan Society for the Promotion of Science;;;;Development of high resolition solid-state NMR at high magnetic field;NMR system at higher magnetic fields was developed to improve the NMR resolution and sensitivity. Electric power consumption of a hybrid magnet becomes a serious problem after the Great East Japan Earthquake. Thus, development was applied for an NMR system with a superconducting magnet. The magnet comprises a high Tc superconducting innermost coil and low Tc superconductor outer coils. The magnet was operated in a driven-mode by an external DC power supply. The temporal field stability less than 170 ppb/10h was realized by using an external NMR lock. The homogeneity of the magnetic field was adjusted by superconducting, ferromagnetic and room temperature shims, based on the magnetic field data collected along a spiral locus. A 1H spectrum of CHCl3 with the full-width at half maximum of 0.7 ppb was successfully achieved after these field corrections. Efficiency of high magnetic fields in solid-state NMR was demonstrated by 17O MAS-NMR measurements of B2O3.;grant;2012;;;;;;
grant_45;National Science Foundation;;;;NSF/ONR:  In-Plane Aligned Buffer-Layer Interfaces for High Temperature Superconductors;9421911  Shaw   This three-year study of high temperature oxide superconductor (HTS) thin-film growth on polycrystalline and amorphous substrates will further understanding of the biaxial alignment of a-b planes and the related nucleation and growth mechanisms in two HTS thin films, Y-Ba-Cu-O and Tl-Ba-Ca-Cu-O (1223 phase), selected for this study. Two methods, ion-beam assisted deposition and graphoepitaxial growth, will be used to fabricate integrated film-buffer-substrate composite systems.  The ultimate goal of this project is to develop and optimize processing techniques for the fabrication of long HTS thin films with high critical current densities on both metallic and glass substrates using ion-beam assisted deposition.  Initially, biaxially aligned buffer layers of yttrium-stabilized zirconia (YSZ) will be deposited on Hastelloy.  The orientation of the YSZ film will then be studied as a function of ion-beam angle, ion/atom flux ratio, ion-beam energy and chamber pressure.  The effect of ion-beam assisted deposition on alignment and etching will be investigated:  and scanning and transmission electron microscopy will be used to establish the relationship between the deposition conditions and the film-growth mechanism.  Graphoepitaxial methods will also be employed to produce biaxially aligned HTS films on Hastelloy.  As critical length is a crucial parameter of biaxial alignment, the relationship between critical length and interfacial shear strength, surface film thickness, and fracture strength will also be addressed.  Results will be compared to theoretical prediction.     Improvements in crystalline growth and alignment resulting from this work are expected to significantly improve the electric and magnetic properties of high temperature superconductor thin films.  Further, by gaining better insight into the physical processes and by optimizing the deposition parameters, this work should foster the development of practical applications.  Discovery of high temperature superconductors  years ago promised major commercial applications in electrical machineries and electronic devices due to enormous increase in the efficiency of transmission of electricity.  However, progress has been hampered by two features:  (1) superconducting temperatures are still well below room temperature and (2) processing of practical devices remain relatively slow and its impact on properties are not fully understood.  This research offers the opportunity to bring the technology a little closer to larger scale commercialization of superconductors.  ***;grant;1995;;;;;;
grant_46;Fundação para a Ciência e a Tecnologia;;;;Ab initio search for practical superconductors;"Since the discovery of superconductivity, a lot of promise for technological development has been placed in this class of materials, with the ultimate goal of ambient pressure room temperature superconductivity. In spite of the many theoretical and experimental advances in this area, the superconductors with highest critical temperature are brittle ceramics with limited technological presence. Ductile metals are dominant in technological applications, as they can be made into wires and used in the construction of electromagnets, such as those used in the LHC and in MRI machines. To this day, Nb3Sn and NbTi are still the standard choice for these applications, in a market valued at several billion euros per year. Sadly, these two materials require constant refrigeration with liquid helium to operate, making their use expensive. Finding a new ductile superconductor with critical temperature in reach of the much cheaper liquid hydrogen would revolutionise practical superconductivity.
The goal of the present project is to help bypass this difficulty. We will use ab-initio computational methods to predict and characterise new ductile superconducting materials, suitable for real-world applications. Our approach is based on crystal structure prediction methods which allow to efficiently explore the configuration space of any composition. In addition, using Density Functional Theory, we can compute the mechanical and superconducting properties of the discovered materials.";grant;2023;;;;;;
grant_47;Engineering and Physical Sciences Research Council;;;;Correlated Phases in Novel Superconductors and Ultracold Atomic Gases;The treatment of electrons as non-interacting and wave-like has yielded an amazingly successful quantum description of materials like metals and semiconductors, which form the basis of the electronics that we take for granted today. The success of this picture is all the more remarkable when one considers the size of the Coulomb interaction between the negatively-charged electrons - one only has to experience static electricity in order to appreciate the measurable effects that a small imbalance of charge can have. Thus, it is perhaps no surprise that physicists are increasingly discovering strongly-correlated systems where simple, non-interacting theories are no longer valid. A prime example is the superconductor, in which electrons form pairs at low temperatures and then flow without any resistance. Indeed, an electrical current in a superconductor can, in principle, flow forever. While this pairing phenomenon is well understood in many superconducting materials, new classes of superconductors have emerged in recent decades that are generally associated with magnetism and which superconduct at much higher temperatures than predicted by conventional theory. Clearly, developing a proper understanding of these strongly-correlated materials is more than just an esoteric pursuit: the possibility of lossless electrical current at room temperature would have a major impact on energy efficiency. The formidable challenge for the theorist is to develop fresh concepts that go beyond the current weakly-interacting descriptions. One small step in this direction is to first tackle simple versions of strongly-correlated phenomena. Fortunately, physicists now have the technological capacity to manipulate and control cold gases of atoms that have been trapped by light and magnetic fields, and thus these systems provide the ideal environment in which to study simple models. Already, I have been heavily involved in developing theories of strongly-interacting atomic superfluids , which can be regarded as neutral analogues of superconductors. The ultimate advantage of these systems is the ability to address each variable, e.g. interaction strength, one at a time and thus isolate the basic physics underlying strongly-correlated phenomena. Ideally one needs a programme of interdisciplinary theoretical research that considers unconventional superconductors in parallel with models of atomic gases, and this is the nature of the proposed research. As well as exploring model systems of superfluidity and magnetism in cold atomic gases, I aim to investigate the iron-based superconductor, a newly-discovered class of high-temperature superconductor that promises to shed light on other novel superconductors. The key idea is that the study of simple engineered atomic systems can lend insight into the iron-based superconductors, while the puzzles of unconventional superconductors can direct my research on correlated phenomena in atomic gases. This, together with input from the experiments in each highly active field, would hopefully bring us closer to a more complete understanding of interacting systems.;grant;2009;;;;;;
grant_48;National Science Foundation;;;;Superconductivity and Nonequilibrium Transport in Mesoscopic Metals;"0104178

Birge



This individual investigator award funds research in electron physics in mesoscopic metallic wires.  It exploits microfabrication tools to study processes in solids that occur on submicron length scales.  Four topics form the focus of the research;  1) the dephasing and energy exchange between electrons in small metallic wires below 1K; 2) spin-polarized transport in hybrid magnetic/non-magnetic systems; 3) electron transport in superconductor/non-superconductor (normal and magnetic) structures; and 4) growth of and electron transport in self-assembled rare-earth silicide nanowires.  In each case the planned experiments are aimed at increasing our understanding of observed phenomena, as well as searching for potential device applications.  The graduate students and post-docs working on all four of these projects learn a wide variety of technical skills associated with microfabrication.  Their research experience prepares them for jobs in academia, national labs, or industry.

%%%

A vast array of microfabrication tools has been developed to enable the semiconductor industry to fabricate integrated circuits with millions of transistors on a single chip.  Those same tools allow researchers to study the behavior of metals on length scales well below one micrometer, where many new strange phenomena occur.  For example, electrons in macroscopic metals at room temperature behave essentially like tennis balls, i.e. they obey the rules of classical physics.  In contrast, electrons in sub-micrometer samples at low temperature behave more like waves, i.e. they obey the rules of quantum mechanics.  This leads to many interesting properties, such as the fact that some metals become superconducting at low temperature, others are magnetic, and still others remain normal metals.  When different kinds of metals are put together, such as superconductors and normal metals, or ferromagnetic and nonmagnetic metals, new things happen.  This individual investigator award will fund research into the properties of such very small samples in order to unravel the sometimes-mysterious new behavior, as well as to search for possible new kinds of useful devices.  Students and post-doctoral research associates working in this area become familiar with the microfabrication tools used in industry, and they also learn how to think about the physics of very small devices.  Former students and post-docs from this research program now work in industry, government labs, and academia.

***";grant;2001;;;;;;
grant_49;Japan Society for the Promotion of Science;;;;Single crystal growth of spin ladders and related compounds at high pressure.;High pressure (HP) synthesis is a powerful technique to search for new materials. We have discovered many low dimensional magnets such as high-T_c superconductors and spin ladder compounds using this technique. Generally speaking, however, it used to be almost impossible to obtain single crystal samples of these high-pressure phases because of the lack of the information about the HP-HT (high temperature) reactions. High energy, high flux X-ray from synchrotron radiation enabled us to observe such a reaction in a HP cell even if the sample is in a gold or a platinum capsule. The melting point of the samples with various kinds of flux were determined and such information was applied for the single crystal growth.1. HP phase of (VO)_2P_2O_7 : S =1/2 one dimensional alternating exchange antiferromagnet with a spin gap. The powder XRD data collected with a cubic-anvil type high-pressure apparatus installed at BL14B1 of Spring-8 clearly showed the transformation from the AP phase to the HP…Morephase at 3GPa and 500゜C and the melting at 1150゜C.Single crystals were obtained by slowly cooling the melt from 1300゜C to 700゜C in 60h at 3GPa using a in-house HP apparatus.2. Ca_<2-x>Na_xCuO_2Cl_2 : High Tc superconductor with chlorine instead of apical oxygen. It is an ideal compound for photoemission and STM measurements because a) easy to cleave (fresh CuO_2 plane is available), b) samples from insulator to doped superconductor are available, c) there is no orthorhombic distortion at low temperature, d)it has no modulation. Mixtures of Ca_2CuO_2Cl_2, NaClO_4 and NaCl were slowly cooled from 1250゜C to 1050゜C at various pressures to obtain plate-like crystals. NaClO_4 worked as flux, Na source and oxygen generator. The Na content could be tuned by changing the pressure during the crystal growth.3. CaFeO_3 : a distorted perovskite (GdFeO_3 type) with unusual Fe^<4+> ion which shows charge disproportionation to Fe^<3+> and Fe^<5+> below room temperature. A mixture of KClO_4, NaClO_4 and CaCl_2 was used as flux and oxygen generator.Less;grant;;;;;;;
grant_50;Japan Society for the Promotion of Science;;;;Search for High Critical Temperature Superconductivity in Li- or Mg-doped Boron Icosahedral Cluster Solids;There is a possibility of high-Tc superconductivity upon metallic-element doping into β-rhombohedral boron (β-B^<105>), which is one of the boron icosahedral cluster solids. We attempted magnesium (Mg) doping into β-B^<105> and discussed the possibility of metal and superconductive transitions. We achieved a higher concentration of Mg doping into β-B^<105>, up to MgB_<11.5> (8.6 Mg/cell), i.e., electron doping sufficient for the Fermi energy (E_F) to reach over the intrinsic accepter level (IAL). However, neither metal nor superconductive transition was observed. The change in the structure and electronic properties are discussed on the basis of the X-ray powder diffraction (XRD), using the Rietveld method, and electrical conductivity and magnetic susceptibility measurements, respectively. We estimated the density of states (DOS) at the E_F and discussed the electronic states of β-B^<105>. As a result, it is suggested that a localized state exists above the IAL probably originating from B28 cluster with structural defects.We measured electrical conductance of single crystalline boron nanobelts having α-tetragonal crystalline structure. The doping experiment of Mg was carried out by vapor diffusion method. The pure boron nanobelt is a p-type semiconductor and its electrical conductivity was estimated to be on the order of 10^<-3> (Ωcm)^<-1> at room temperature. The carrier mobility of pure boron nanobelt was measured to be on the order of 10^<-3> (cm^2/Vs) at room temperature and has an activation energy of 〜0.19 eV. The Mg-doped boron nanobelts have the same α-tetragonal crystalline structure as the pristine nanobelts. After Mg vapor diffusion, the nanobelts were still semiconductor, while the electrical conductance increased by a factor of 100〜500. Transition to metal or superconductor by doping was not observed.;grant;;;;;;;
grant_51;Japan Society for the Promotion of Science;;;;New approach to the high temperature superconductor based on Fe oxychalcogenides;Motivated by recent finding of high temperature superconductivity and controversial issues on its mechanism in metallic Fe-pnictides and Fe-chalcogenides, we’ve proposed 1)the new approach to synthesize a superconductor from insulating oxychalcogenide which shares a structural property but has different origin of magnetism, and 2) to study magnetism in the view point of localized electron which will give more clear insight on understanding obscure mechanism of superconductivity not only in Fe-based superconductors but also in high Tc cuprate. We succeeded to synthesize high quality powder samples of non-doped oxychalcogenides (La2O2Fe2Se2, La2O2Fe2OS2, LaOCo2OSe2 and La2OMn2OSe2), which are base materials for the next step to synthesize superconductors by doping carriers. In order to characterize macroscopic and microscopic properties of non-doped compounds, elastic and inelastic neutron scattering measurements methods have been utilized to explore static and dynamic properties of magn…Moreetic ground states. In the case of Fe-oxychalcogenide (La2O2Fe2Se2 and La2O2Fe2OS2), it turns out to be highly frustrated magnets in the checkerboard type lattice showing unusual magnetic spin fluctuation even at room temperature far beyond magnetic ordering temperature. While there exist no serious frustrating effect in Co- and Mn-oxychalcogenides, an extraordinary magnetic excitation and fluctuation have been observed regarding on the unquenched orbital magnetic moment in the Co sample and extremely low dimensional magnetic 機関番号：82121 研究種目：若手研究(B) 研究期間：2011～2012 課題番号：23740254 研究課題名（和文）高温超伝導体への新規アプローチ:Fe酸化物絶縁体を用いて 研究課題名（英文）New approach to the high temperature superconductor based on Fe oxychalcogenides 研究代表者 池 聖大(SUNGDAE JI） 一般財団法人総合科学研究機構（総合科学研究センター（総合科学研究室）及び東海事業・その他部局等・研究員 研究者番号：10594898 interaction in the Mn sample, respectively. Our experimental results about parent materials have shown that oxychalogenides are good toy models for studying novel magnetism with various spin/orbital states such as geometrical frustration in the checkerboard lattice, orbital excitation from extraordinary unquenched moments and low dimensionality in Ising type ground states.Less;grant;;;;;;;
grant_52;HORIZON EUROPE European Research Council;;;;2D Topological Superconducting Single Photon Detector Devices;Superconducting single photon detectors are critical components for emerging quantum technologies due to their high detection efficiencies, short jitter, photon number resolution, high maximum and low dark count rates. These devices may enable new ground-breaking applications in topological quantum computing and quantum internet. Niobium-based nanowires (Nb, NbN) are some of the most used superconductors for photodetection, but their material characteristics, device jitter and efficiencies cannot be effectively tuned or reproduced for scalable quantum technology deployment. The structural and electronic properties of these nanowires are not suitable for scalable cryogenic or room temperature readout. The challenges in growing high-quality quantum materials consistently provide a significant bottleneck against the development of quantum technologies that might efficiently interface with conventional microelectronics. In my ERC Grant (948063), we are using our pulsed laser deposition (PLD) and molecular beam epitaxy (MBE) expertise for magnetic topological insulators (MTI) and garnets for spintronic and superconducting devices with high conversion efficiency between electronic spins and charges. Here, I propose to develop three prototypes and obtain their patents: (1) Three MTI superconductor-based single photon detector prototypes with beyond state-of-the-art high efficiencies and ultralow jitter owing to the unique properties of MTI such as ultrafast sub-ps magnetization reversal, ballistic transport of Dirac electrons along the interfaces and integrated spin logic. (2) We are going to provide a steady supply of high-quality superconductor and spintronic films (NbN, MTI, and magnetic garnets) to accelerate basic and applied research, which is a market growing with about 20% annual rate. (3) A custom low-cost cryostat for 2-3K detector tests will be prepared with fiber optical and RF cable feedthroughs, electromagnets, readout electronics and software.;grant;2023;;;;;;
grant_53;Engineering and Physical Sciences Research Council;;;;Elasto-superconductivity: a pathway to devising new unconventional superconductors;"Superconductivity is a decrease of the electrical resistivity to zero, in certain materials and at sufficiently low temperature. It is widely employed for high-power applications and extreme magnetic fields - for example, in MRI/NMR machines in healthcare, in high-output wind turbines, and in magnetically-levitated high-speed trains. The global superconductor market is currently estimated at over &pound;5.5B, and is expected to double by the next decade. Superconductivity is a remarkable manifestation of quantum mechanics on large length scales, and underpins some of the most exciting technological possibilities. One of them is the emerging field of quantum computation, in which the most promising prototypes are based on solid-state superconducting chips. 

However, superconductivity is a delicate state: it requires low temperatures, and limits on the ambient magnetic field. Many known materials with robust superconductivity have difficult mechanical properties. There is therefore enormous scope for optimisation of superconducting materials, with huge technological and economic benefits. The most promising candidates for a more practical high-temperature superconductor are the so-called &quot;unconventional&quot; superconductors, in which strong and complex correlations between many electrons induce particularly robust superconductivity. They may ultimately provide a route to room-temperature superconductivity. However, our ability to control high-temperature superconductivity has remained severely limited. One of the main challenges is complexity: the strong interactions among electrons often cause them to order in other ways, such as into ribbons of charge known as charge density waves. Of the many structures that strongly-interacting electrons can form, it is unclear which are related to the superconductivity.

In this project, we take on this problem through a combination of experiments on materials that isolate key aspects of unconventional superconductivity, and calculations designed to predict properties of complex, correlated systems with guaranteed accuracy. We take advantage of the dramatic recent progress of precision numerical methods for correlated electron systems, in order to formulate specific conditions for achieving desired properties. These calculations will be validated by results from the experimental portion of this proposal, and in turn will generate hypotheses that are testable experimentally. The experimental method to be employed here is to apply extremely large pressures to samples, in order to distort their lattices. This method has proved to be very powerful: under high pressure, the electronic properties of many materials differ so much from the unpressurised material that they can be considered, in effect, as new materials. Our results will provide insight into the key conditions that favour robust superconductivity, and allow development of improved materials for applications such as in renewable energy and quantum computation.";grant;2023;;;;;;
grant_54;Japan Society for the Promotion of Science;;;;NMR Studies of Structural Phase Transitions of Quasi one-dimensional Jahn-Teller Crystals;The ABX_3 type of Jahn-Teller crystal such as CsCuCl_3 and RbCuCl_3 undergo structural phase transition which has been studied microscopically by NMR and NQR. Since the change of physical properties induced by the phase transition is revealed by the frequency, line width and relaxation time of resonance, accurate measurement of these quantities is necessary. Since the Cu atom is par-amagnetic in room temperatures, line width and relaxation time of resonance signal of each atom are broader than those of non-magnetic substances by the order of 10. Moreover, since measurement at high temperatures are required, it was urgent to improve S/N ratio, necessarily resulting in construction and improvement of NMR and NQR apparatus. Following are two features in constructing and improving the apparatus 1) Development of a marginal oscillator capable of wide-line and automatic measurement. 2) Construction of apparatus for NMR and NQR for pulse method. These apparatus were employed in NMR measurements of ^1H nucleus of high temperature superconductor YBa_2Cu_3O_7- H_<0.2>. The magnetic field penetration depth can be de-termined from the temperature dependence of NMR line width and the knowledge of spin-lattice relaxation time T_1 has been acquired. Moreover, use of the apparatus for Cl NQR in Chloral Iso-Butylhemiacetal has given much knowledge about lattice defect. The study of Jahn-Teller crystals CsCuCl_3 and RbCuCl_3 and clarification of the origin of their structural phase transitions will be extensively continued.;grant;;;;;;;
grant_55;European Commission;;;;2D Topological Superconducting Single Photon Detector Devices;Superconducting single photon detectors are critical components for emerging quantum technologies due to their high detection efficiencies, short jitter, photon number resolution, high maximum and low dark count rates. These devices may enable new ground-breaking applications in topological quantum computing and quantum internet. Niobium-based nanowires (Nb, NbN) are some of the most used superconductors for photodetection, but their material characteristics, device jitter and efficiencies cannot be effectively tuned or reproduced for scalable quantum technology deployment. The structural and electronic properties of these nanowires are not suitable for scalable cryogenic or room temperature readout. The challenges in growing high-quality quantum materials consistently provide a significant bottleneck against the development of quantum technologies that might efficiently interface with conventional microelectronics. In my ERC Grant (948063), we are using our pulsed laser deposition (PLD) and molecular beam epitaxy (MBE) expertise for magnetic topological insulators (MTI) and garnets for spintronic and superconducting devices with high conversion efficiency between electronic spins and charges. Here, I propose to develop three prototypes and obtain their patents: (1) Three MTI superconductor-based single photon detector prototypes with beyond state-of-the-art high efficiencies and ultralow jitter owing to the unique properties of MTI such as ultrafast sub-ps magnetization reversal, ballistic transport of Dirac electrons along the interfaces and integrated spin logic. (2) We are going to provide a steady supply of high-quality superconductor and spintronic films (NbN, MTI, and magnetic garnets) to accelerate basic and applied research, which is a market growing with about 20% annual rate. (3) A custom low-cost cryostat for 2-3K detector tests will be prepared with fiber optical and RF cable feedthroughs, electromagnets, readout electronics and software.;grant;2023;;;;;;
grant_56;Japan Society for the Promotion of Science;;;;Nanoscale Magnetism and Transport;The investigation of the stacking structure and the fabrication process of tunnel junctions were carried out. The tunnel magnetoresistance (TMR) ratio and the resistance obtained were 49%, 3 kΩμmィイD12ィエD1 and 30%, 300ΩμmィイD12ィエD1. These results contribute to the application of TMR effect on magnetic random access memories (MRAM) and magnetic reading heads. Also, the analysis method of TMR junctions by local transport properties using conductive atomic force microscope (AFM) was established. (Miyazaki)In order to investigate the local magnetization of magnetic wires microfabricated, the simultaneous measurement of a resistance and a transverse voltage at several points was found to be effective. Most of anomalous behaviors reported were explained by anisotropic magnetoresistance with the continuous or discontinuous rotation of local magnetizations. Also, anomalous temperature dependence of a resistance for a bulk ferromagnet was found. (Sato)The Coulomb staircase caused by single electr…Moreon tunneling was observed for metal-nonmetal granular thin films. using by scanning tunneling microscope (STM) at room temperature. And also, the negative resistance which was. observed at the same period of the Coulomb staircase was found. This was suggested to be occurred by the spin accumulation effect. (Takanashi)In ferromagnet/superconductor/ferromagnet double junctions, spins were accumulated into the superconductor at the magnetizations of both ferromagnets aligned antiparallel, so that the super-conducting state was found to be controlled by applying voltages. This must be the new concept of the interaction between magnetism and superconducting effect. (Maekawa)The sharp interface of Fe/Cr was fabricated successfully by controlling the atomic order growth using Pb surfactant. The giant magnetoresistance (GMR) of Fe/Cr metallic multilayers with Pb surfactant was two times larger than that without Pb surfactant. This result showed experimentally that the interface structure was an important factor for the magnitude of GMR ratio and that the spin dependent scattering at the interface was a main origin of GMR (Yamamoto)In order to obtain the spin polarization of ferromagnets, magneto Coulomb oscillation phenomenon of a ferromagnetic single electron transistor (SET) was used. The polarity of spin polarization of Ni obtained for Al/Ni/Al-SET was negative, which corresponded to the result form band calculations. However, the absolute value was too small.Less;grant;;;;;;;
grant_57;National Science Foundation;;;;Quantum Coherence and Mesoscopic Physics;"This condensed matter physics project deals with ""mesoscopic"" metallic samples - i.e. samples with submicron dimensions. These material can display surprising behavior, particularly in hybrid samples containing different types of materials - normal metals, superconductors, and ferromagnets.  Recent theoretical predictions challenge our understanding of these materials; contradicting the long-held view that ferromagnets can not sustain superconducting correlations over distances longer than a few nanometers. This experimental project will test that prediction and others concerning electrical transport across superconductor/ferromagnet and superconductor/normal metal interfaces. In addition, experiments will probe the transport properties of normal metals when both disorder and electron-electron interactions are very strong - a regime poorly understood theoretically.  Experimental research in mesoscopic physics plays an important role in educating the next generation of scientists. Graduate students involved in this project acquire expertise in modern nanofabrication techniques used in the semiconductor industry, which are also crucial to the future development and applications of nanosciences. The students are trained for careers in industry, academia, and government.



When metallic samples are fabricated with very small dimensions - in the range of a micrometer - they exhibit many electrical properties not observed in larger samples. Some of the novel properties are evident at room temperature, while others are revealed only at low temperature, when electrons preserve quantum-mechanical phase coherence over many micrometers. The study of small metallic samples, called ""mesoscopic physics"", is a rich discipline and has led to a deeper understanding of many aspects of solid-state physics. This project addresses several current problems in mesoscopic physics, including the role of electron-electron interactions in highly-disordered metals, the complex interplay between ferromagnetic and superconducting metals in contact with each other, and the unusual behavior of superconducting/normal metal Josephson junctions driven far from equilibrium. Experimental research in mesoscopic physics plays an important role in educating the next generation of scientists. Graduate students working on these projects acquire expertise in sample processing techniques used in the microelectronics industry. The physical principles and experimental techniques developed in this kind of work are crucial to the future development and applications of nanosciences.  The students and post-doctoral researchers are well trained for careers in industry, academia, and government.



";grant;2004;;;;;;
